2014-08-15-16:00:01.543,3,129291,160,255,8,ff,fc,a5,44,48,00,ff,ff
2014-08-15-16:00:01.548,6,128275,115,255,14,ff,ff,ff,ff,ff,ff,7c,92,09,01,6e,a9,00,00
2014-08-15-16:00:01.551,7,130919,115,255,11,3b,9f,03,00,04,5a,a1,12,19,09,09
2014-08-15-16:00:01.553,7,130919,115,255,11,3b,9f,03,01,04,5a,a1,12,19,09,09
2014-08-15-16:00:01.556,7,130919,115,255,11,3b,9f,03,02,04,5a,a1,12,19,09,09
2014-08-15-16:00:01.742,4,129038,43,255,27,01,d8,c9,c3,0d,d5,69,83,0e,0a,32,a1,23,05,88,ae,21,02,35,c0,00,e5,af,00,00,00,fe
2014-08-15-16:00:01.746,3,130577,160,255,14,c0,ea,32,75,7a,01,ff,ff,ff,ff,a5,44,48,00
2014-08-15-16:00:01.748,2,129025,160,255,8,33,4b,c9,23,60,d1,d7,0e
2014-08-15-16:00:01.802,4,129038,43,255,27,01,70,81,c4,0d,1b,95,e9,0e,40,82,ba,23,05,72,9b,a4,04,00,60,08,20,9c,0a,00,00,fe
2014-08-15-16:00:01.840,2,130306,115,255,8,00,c3,03,eb,19,f2,ff,ff
2014-08-15-16:00:01.852,4,129038,43,255,27,01,f0,0f,b6,0d,a5,cf,e2,0e,a8,52,d3,23,08,ba,1d,00,00,e9,08,00,5c,10,00,00,00,fe
2014-08-15-16:00:01.856,0,262386,0,0,33,01,0e,00,34,fd,01,00,00,00,00,00,02,05,04,00,00,00,00,00,00,00,00,0a,51,02,02,00,00,00,03,00,00,00
2014-08-15-16:00:01.865,3,129283,160,255,8,ff,7f,ff,ff,ff,7f,ff,ff
2014-08-15-16:00:01.870,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:01.952,2,129026,160,255,8,ff,fc,32,75,7a,01,ff,ff
2014-08-15-16:00:02.080,6,129540,160,255,135,36,ff,0b,1b,5c,2e,cf,8d,10,0e,00,00,00,00,f2,16,39,28,7e,70,48,0d,00,00,00,00,f2,13,2e,26,e5,be,d8,0e,00,00,00,00,f2,12,d1,24,e8,37,e4,0c,00,00,00,00,f2,15,23,15,68,3f,e4,0c,00,00,00,00,f2,0f,ae,0f,a2,1c,b8,0b,00,00,00,00,f2,10,e9,0a,cf,8d,b8,0b,00,00,00,00,f2,0b,d1,06,da,bc,e4,0c,00,00,00,00,f2,1e,23,06,d9,da,c4,09,00,00,00,00,f2,08,74,05,36,cd,1c,0c,00,00,00,00,f2,1a,17,04,23,06,8c,0a,00,00,00,00,f2
2014-08-15-16:00:02.083,3,128267,115,255,8,00,48,10,00,00,ff,ff,ff
2014-08-15-16:00:02.085,2,127250,160,255,8,ff,f2,7b,ff,7f,a9,05,fc
2014-08-15-16:00:02.087,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:02.096,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:02.258,3,129029,160,255,43,eb,a9,3f,16,54,55,22,00,3e,04,d3,a8,07,55,08,00,c0,f5,5e,cb,b6,74,03,d0,a8,fa,ff,ff,ff,ff,ff,10,fc,0b,50,00,ff,7f,ff,ff,ff,7f,00
2014-08-15-16:00:02.260,3,129033,160,255,8,a9,3f,16,54,55,22,b4,00
2014-08-15-16:00:02.274,4,129039,43,255,26,12,44,11,b6,0d,73,d1,d7,0e,a0,4a,c9,23,0b,f2,75,9b,01,06,00,26,ff,ff,00,74,ff
2014-08-15-16:00:02.312,4,129038,43,255,27,01,f4,e4,0a,00,a9,bb,e8,0e,16,9d,d8,23,08,d3,df,0f,00,17,fe,09,ff,ff,ff,7f,00,fe
2014-08-15-16:00:02.351,3,126992,160,255,8,ff,ff,a9,3f,16,54,55,22
2014-08-15-16:00:02.376,2,128259,115,255,8,00,78,01,ff,ff,00,ff,ff
2014-08-15-16:00:02.411,4,129039,43,255,26,12,06,a5,b5,0d,c9,4e,d7,0e,57,83,c8,23,08,ec,71,6d,01,06,00,06,ff,ff,00,74,ff
2014-08-15-16:00:02.414,7,65306,115,255,8,3b,9f,b7,00,ff,ff,ff,ff
2014-08-15-16:00:02.416,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:02.418,2,128259,115,255,8,00,76,01,ff,ff,00,ff,ff
2014-08-15-16:00:02.456,2,128259,160,255,8,ff,ff,ff,80,01,ff,ff,ff
2014-08-15-16:00:02.469,5,130311,115,255,8,00,c0,53,7a,ff,7f,ff,ff
2014-08-15-16:00:02.500,5,130311,115,255,8,00,c0,53,7a,ff,7f,ff,ff
2014-08-15-16:00:02.546,6,128275,115,255,14,ff,ff,ff,ff,ff,ff,7c,92,09,01,6e,a9,00,00
2014-08-15-16:00:02.548,7,130919,115,255,11,3b,9f,03,00,04,5a,a1,12,19,09,09
2014-08-15-16:00:02.550,7,130919,115,255,11,3b,9f,03,01,04,5a,a1,12,19,09,09
2014-08-15-16:00:02.554,7,130919,115,255,11,3b,9f,03,02,04,5a,a1,12,19,09,09
2014-08-15-16:00:02.558,3,129291,160,255,8,ff,fc,9f,41,38,00,ff,ff
2014-08-15-16:00:02.572,7,129793,43,255,26,04,90,18,23,00,c0,d0,e2,0e,c8,31,d3,23,00,10,37,55,22,00,60,08,a9,3f,10,00,fc
2014-08-15-16:00:02.652,4,129039,43,255,26,12,44,e0,c3,0d,1b,33,d8,0e,8e,38,c6,23,0a,55,69,c9,01,06,00,0e,ff,ff,00,74,ff
2014-08-15-16:00:02.692,4,129038,43,255,27,01,c2,2d,b7,0d,2e,3e,e4,0e,d7,0a,da,23,0e,a0,8b,00,00,db,08,00,ff,ff,ff,7f,00,fe
2014-08-15-16:00:02.752,3,130577,160,255,14,c0,eb,32,75,80,01,ff,ff,ff,ff,9f,41,38,00
2014-08-15-16:00:02.754,2,129025,160,255,8,e3,49,c9,23,a9,d1,d7,0e
2014-08-15-16:00:02.832,2,130306,115,255,8,00,06,04,03,1e,f2,ff,ff
2014-08-15-16:00:02.852,0,262386,0,0,33,01,0e,00,34,fd,01,00,00,00,00,00,02,04,04,00,00,00,00,00,00,00,00,0a,5b,02,02,00,00,00,03,00,00,00
2014-08-15-16:00:02.854,3,129283,160,255,8,ff,7f,ff,ff,ff,7f,ff,ff
2014-08-15-16:00:02.856,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:02.951,2,129026,160,255,8,ff,fc,32,75,80,01,ff,ff
2014-08-15-16:00:03.022,7,129793,43,255,26,04,8f,18,23,00,04,1f,46,0f,1e,68,e2,23,00,10,37,55,22,ca,08,00,a9,3f,10,00,fc
2014-08-15-16:00:03.062,4,129038,43,255,27,01,d0,e7,da,0d,32,9a,33,0f,6c,20,c4,23,11,84,68,05,00,b6,08,00,9f,b2,00,00,00,fe
2014-08-15-16:00:03.070,3,128267,115,255,8,00,82,10,00,00,ff,ff,ff
2014-08-15-16:00:03.072,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:03.092,6,129540,160,255,135,37,ff,0b,1b,5c,2e,cf,8d,10,0e,00,00,00,00,f2,16,39,28,7e,70,48,0d,00,00,00,00,f2,13,2e,26,e5,be,d8,0e,00,00,00,00,f2,12,d1,24,e8,37,48,0d,00,00,00,00,f2,15,23,15,68,3f,e4,0c,00,00,00,00,f2,0f,ae,0f,a2,1c,b8,0b,00,00,00,00,f2,10,e9,0a,cf,8d,b8,0b,00,00,00,00,f2,0b,d1,06,da,bc,48,0d,00,00,00,00,f2,1e,23,06,d9,da,28,0a,00,00,00,00,f2,08,74,05,36,cd,1c,0c,00,00,00,00,f2,1a,17,04,23,06,28,0a,00,00,00,00,f2
2014-08-15-16:00:03.094,2,127250,160,255,8,ff,9b,7b,ff,7f,a9,05,fc
2014-08-15-16:00:03.096,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:03.266,3,129029,160,255,43,ec,a9,3f,6c,7b,55,22,00,1e,db,97,5a,07,55,08,00,5a,19,5e,dc,b6,74,03,90,ee,fe,ff,ff,ff,ff,ff,10,fc,0b,50,00,ff,7f,ff,ff,ff,7f,00
2014-08-15-16:00:03.268,3,129033,160,255,8,a9,3f,6c,7b,55,22,b4,00
2014-08-15-16:00:03.291,4,129039,43,255,26,12,44,11,b6,0d,b6,d1,d7,0e,42,49,c9,23,0f,5b,76,6d,01,06,00,26,ff,ff,00,74,ff
2014-08-15-16:00:03.354,3,126992,160,255,8,ff,ff,a9,3f,6c,7b,55,22
2014-08-15-16:00:03.372,2,128259,115,255,8,00,68,01,ff,ff,00,ff,ff
2014-08-15-16:00:03.401,4,129038,43,255,27,01,ea,e8,b5,0d,88,e1,d7,0e,14,06,db,23,10,be,60,00,00,7c,00,09,37,a0,00,00,00,fe
2014-08-15-16:00:03.407,7,65306,115,255,8,3b,9f,b7,00,ff,ff,ff,ff
2014-08-15-16:00:03.411,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:03.411,2,128259,115,255,8,00,69,01,ff,ff,00,ff,ff
2014-08-15-16:00:03.439,5,130311,115,255,8,00,c0,53,7a,ff,7f,ff,ff
2014-08-15-16:00:03.454,2,128259,160,255,8,ff,ff,ff,7e,01,ff,ff,ff
2014-08-15-16:00:03.475,5,130311,115,255,8,00,c0,53,7a,ff,7f,ff,ff
2014-08-15-16:00:03.543,6,128275,115,255,14,ff,ff,ff,ff,ff,ff,7c,92,09,01,6e,a9,00,00
2014-08-15-16:00:03.546,7,130919,115,255,11,3b,9f,03,00,04,5a,a1,12,19,09,09
2014-08-15-16:00:03.548,7,130919,115,255,11,3b,9f,03,01,04,5a,a1,12,19,09,09
2014-08-15-16:00:03.551,7,130919,115,255,11,3b,9f,03,02,04,5a,a1,12,19,09,09
2014-08-15-16:00:03.557,3,129291,160,255,8,ff,fc,9f,41,38,00,ff,ff
2014-08-15-16:00:03.721,4,129038,43,255,27,01,70,81,c4,0d,fd,8e,e9,0e,73,7f,ba,23,09,72,9b,9f,04,d2,08,00,20,9c,0a,00,00,fe
2014-08-15-16:00:03.762,4,129038,43,255,27,01,36,7e,b6,0d,2d,58,e2,0e,e4,9c,de,23,05,63,14,00,00,89,80,08,2b,8f,00,00,00,fe
2014-08-15-16:00:03.764,3,130577,160,255,14,c0,ec,55,75,7e,01,ff,ff,ff,ff,9f,41,38,00
2014-08-15-16:00:03.767,2,129025,160,255,8,85,48,c9,23,0d,d2,d7,0e
2014-08-15-16:00:03.852,0,262386,0,0,33,01,0e,00,34,fd,01,00,00,00,00,00,02,04,04,00,00,00,00,00,00,00,00,09,40,02,02,00,00,00,03,00,00,00
2014-08-15-16:00:03.854,2,130306,115,255,8,00,b3,03,bd,20,f2,ff,ff
2014-08-15-16:00:03.860,3,129283,160,255,8,ff,7f,ff,ff,ff,7f,ff,ff
2014-08-15-16:00:03.887,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:03.955,2,129026,160,255,8,ff,fc,55,75,7e,01,ff,ff
2014-08-15-16:00:04.041,4,129038,43,255,27,01,18,3c,b7,0d,80,ca,e2,0e,28,54,d3,23,12,4c,04,05,00,94,80,01,dc,08,00,00,00,fe
2014-08-15-16:00:04.066,3,128267,115,255,8,00,1a,10,00,00,ff,ff,ff
2014-08-15-16:00:04.069,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:04.084,6,129540,160,255,135,38,ff,0b,1b,5c,2e,cf,8d,10,0e,00,00,00,00,f2,16,39,28,7e,70,48,0d,00,00,00,00,f2,13,2e,26,e5,be,d8,0e,00,00,00,00,f2,12,d1,24,e8,37,48,0d,00,00,00,00,f2,15,23,15,68,3f,e4,0c,00,00,00,00,f2,0f,ae,0f,a2,1c,54,0b,00,00,00,00,f2,10,e9,0a,cf,8d,b8,0b,00,00,00,00,f2,0b,d1,06,da,bc,48,0d,00,00,00,00,f2,1e,23,06,d9,da,28,0a,00,00,00,00,f2,08,74,05,36,cd,1c,0c,00,00,00,00,f2,1a,17,04,23,06,8c,0a,00,00,00,00,f2
2014-08-15-16:00:04.086,2,127250,160,255,8,ff,4a,7c,ff,7f,a9,05,fc
2014-08-15-16:00:04.092,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:04.266,3,129029,160,255,43,ed,a9,3f,c2,a2,55,22,00,f2,3a,1a,09,07,55,08,00,42,90,a6,f3,b6,74,03,90,7d,fc,ff,ff,ff,ff,ff,10,fc,0b,50,00,ff,7f,ff,ff,ff,7f,00
2014-08-15-16:00:04.268,3,129033,160,255,8,a9,3f,c2,a2,55,22,b4,00
2014-08-15-16:00:04.302,4,129039,43,255,26,12,44,11,b6,0d,e8,d1,d7,0e,c2,47,c9,23,13,a7,77,91,01,06,00,26,ff,ff,00,74,ff
2014-08-15-16:00:04.362,3,126992,160,255,8,ff,ff,a9,3f,c2,a2,55,22
2014-08-15-16:00:04.371,2,128259,115,255,8,00,59,01,ff,ff,00,ff,ff
2014-08-15-16:00:04.406,7,65306,115,255,8,3b,9f,b7,00,ff,ff,ff,ff
2014-08-15-16:00:04.408,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:04.410,2,128259,115,255,8,00,5a,01,ff,ff,00,ff,ff
2014-08-15-16:00:04.437,5,130311,115,255,8,00,c0,53,7a,ff,7f,ff,ff
2014-08-15-16:00:04.456,2,128259,160,255,8,ff,ff,ff,81,01,ff,ff,ff
2014-08-15-16:00:04.464,5,130311,115,255,8,00,c0,53,7a,ff,7f,ff,ff
2014-08-15-16:00:04.491,4,129038,43,255,27,01,c8,d4,7f,10,c3,33,cb,0e,dc,dd,a0,23,09,5d,0d,42,04,a5,80,00,45,0c,00,00,00,fe
2014-08-15-16:00:04.540,6,128275,115,255,14,ff,ff,ff,ff,ff,ff,7c,92,09,01,6e,a9,00,00
2014-08-15-16:00:04.544,7,130919,115,255,11,3b,9f,03,00,04,5a,a1,12,19,09,09
2014-08-15-16:00:04.546,7,130919,115,255,11,3b,9f,03,01,04,5a,a1,12,19,09,09
2014-08-15-16:00:04.548,7,130919,115,255,11,3b,9f,03,02,04,5a,a1,12,19,09,09
2014-08-15-16:00:04.550,2,130306,115,255,8,00,8a,03,9a,1a,f2,ff,ff
2014-08-15-16:00:04.558,3,129291,160,255,8,ff,fc,f7,46,45,00,ff,ff
2014-08-15-16:00:04.598,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:04.762,3,130577,160,255,14,c0,ed,e1,75,81,01,ff,ff,ff,ff,f7,46,45,00
2014-08-15-16:00:04.764,2,129025,160,255,8,32,47,c9,23,52,d2,d7,0e
2014-08-15-16:00:04.771,4,129038,43,255,27,01,08,7b,ba,0d,f1,86,f9,0e,9c,cc,d8,23,11,c3,9a,91,01,00,60,00,c2,9a,00,00,00,fe
2014-08-15-16:00:04.852,0,262386,0,0,33,01,0e,00,34,fd,01,00,00,00,00,00,02,04,04,00,00,00,00,00,00,00,00,09,26,02,02,00,00,00,03,00,00,00
2014-08-15-16:00:04.861,3,129283,160,255,8,ff,7f,ff,ff,ff,7f,ff,ff
2014-08-15-16:00:04.963,2,129026,160,255,8,ff,fc,e1,75,81,01,ff,ff
2014-08-15-16:00:05.001,4,129038,43,255,27,01,ae,2d,b7,0d,33,b5,e3,0e,c2,cf,dc,23,0d,11,00,00,00,b8,80,09,22,24,00,00,00,fe
2014-08-15-16:00:05.067,3,128267,115,255,8,00,1a,10,00,00,ff,ff,ff
2014-08-15-16:00:05.070,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:05.098,6,129540,160,255,135,39,ff,0b,1b,5c,2e,cf,8d,10,0e,00,00,00,00,f2,16,39,28,7e,70,48,0d,00,00,00,00,f2,13,2e,26,e5,be,d8,0e,00,00,00,00,f2,12,d1,24,e8,37,48,0d,00,00,00,00,f2,15,23,15,68,3f,e4,0c,00,00,00,00,f2,0f,ae,0f,a2,1c,54,0b,00,00,00,00,f2,10,e9,0a,cf,8d,b8,0b,00,00,00,00,f2,0b,d1,06,da,bc,48,0d,00,00,00,00,f2,1e,23,06,d9,da,28,0a,00,00,00,00,f2,08,74,05,36,cd,1c,0c,00,00,00,00,f2,1a,17,04,23,06,8c,0a,00,00,00,00,f2
2014-08-15-16:00:05.100,2,127250,160,255,8,ff,ed,7a,ff,7f,a9,05,fc
2014-08-15-16:00:05.102,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:05.182,4,129038,43,255,27,01,90,fd,e9,25,aa,c8,dd,0e,38,ad,a1,23,14,50,35,d0,02,bf,80,00,dc,35,fd,ff,00,fe
2014-08-15-16:00:05.270,3,129029,160,255,43,ee,a9,3f,b4,c9,55,22,00,74,41,2c,ba,06,55,08,00,b4,48,b7,03,b7,74,03,50,52,fe,ff,ff,ff,ff,ff,10,fc,0b,50,00,ff,7f,ff,ff,ff,7f,00
2014-08-15-16:00:05.272,3,129033,160,255,8,a9,3f,b4,c9,55,22,b4,00
2014-08-15-16:00:05.311,4,129039,43,255,26,12,44,11,b6,0d,3b,d2,d7,0e,64,46,c9,23,17,49,76,77,01,06,00,26,ff,ff,00,74,ff
2014-08-15-16:00:05.356,3,126992,160,255,8,ff,ff,a9,3f,b4,c9,55,22
2014-08-15-16:00:05.370,2,128259,115,255,8,00,78,01,ff,ff,00,ff,ff
2014-08-15-16:00:05.407,7,65306,115,255,8,3b,9f,b7,00,ff,ff,ff,ff
2014-08-15-16:00:05.409,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:05.411,2,128259,115,255,8,00,76,01,ff,ff,00,ff,ff
2014-08-15-16:00:05.437,5,130311,115,255,8,00,c0,53,7a,ff,7f,ff,ff
2014-08-15-16:00:05.457,2,128259,160,255,8,ff,ff,ff,83,01,ff,ff,ff
2014-08-15-16:00:05.465,5,130311,115,255,8,00,c0,53,7a,ff,7f,ff,ff
2014-08-15-16:00:05.511,4,129039,43,255,26,12,ca,0c,b7,0d,ce,18,d8,0e,f2,af,c7,23,14,55,78,96,01,06,00,0e,ff,ff,00,74,ff
2014-08-15-16:00:05.514,2,130306,115,255,8,00,58,04,03,1e,f2,ff,ff
2014-08-15-16:00:05.538,6,128275,115,255,14,ff,ff,ff,ff,ff,ff,7c,92,09,01,6e,a9,00,00
2014-08-15-16:00:05.541,7,130919,115,255,11,3b,9f,03,00,04,5a,a1,12,19,09,09
2014-08-15-16:00:05.544,7,130919,115,255,11,3b,9f,03,01,04,5a,a1,12,19,09,09
2014-08-15-16:00:05.545,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
2014-08-15-16:00:05.548,7,130919,115,255,11,3b,9f,03,02,04,5a,a1,12,19,09,09
2014-08-15-16:00:05.561,3,129291,160,255,8,ff,fc,45,56,3d,00,ff,ff
2014-08-15-16:00:05.641,4,129038,43,255,27,01,f8,4f,7f,10,3a,52,d8,0e,7a,13,d6,23,0d,38,79,b1,02,00,60,08,b7,7a,00,00,00,fe
2014-08-15-16:00:05.768,3,130577,160,255,14,c0,ee,27,76,83,01,ff,ff,ff,ff,45,56,3d,00
2014-08-15-16:00:05.770,2,129025,160,255,8,d2,45,c9,23,95,d2,d7,0e
2014-08-15-16:00:05.822,4,129038,43,255,27,01,70,81,c4,0d,90,7c,e9,0e,1e,77,ba,23,15,72,9b,9f,04,00,60,08,20,9c,0a,00,00,fe
2014-08-15-16:00:05.852,0,262386,0,0,33,01,0e,00,34,fd,01,00,00,00,00,00,02,04,02,00,00,00,00,00,00,00,00,0a,35,02,02,00,00,00,03,00,00,00
2014-08-15-16:00:05.859,3,129283,160,255,8,ff,7f,ff,ff,ff,7f,ff,ff
2014-08-15-16:00:05.903,7,129793,43,255,26,04,91,18,23,00,98,19,86,0e,96,f6,c7,23,00,50,d3,55,22,ca,08,00,a9,3f,10,00,fc
2014-08-15-16:00:05.976,2,129026,160,255,8,ff,fc,27,76,83,01,ff,ff
2014-08-15-16:00:06.070,3,128267,115,255,8,00,67,10,00,00,ff,ff,ff
2014-08-15-16:00:06.071,7,65370,115,255,8,3b,9f,40,82,ff,ff,ff,ff
